#,Name,Team,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,Year
13.0,Xavier Edwards,MIA,70.0,265.0,303.0,87.0,69.0,12.0,5.0,1.0,39.0,26.0,33.0,1.0,52.0,0.0,4.0,1.0,0.0,31.0,4.0,0.328,2024
14.0,Vladimir Guerrero Jr.,TOR,159.0,616.0,697.0,199.0,124.0,44.0,1.0,30.0,98.0,103.0,72.0,12.0,96.0,5.0,4.0,0.0,16.0,2.0,2.0,0.323,2024
15.0,Aaron Judge,NYY,158.0,559.0,704.0,180.0,85.0,36.0,1.0,58.0,122.0,144.0,133.0,20.0,171.0,9.0,2.0,0.0,22.0,10.0,0.0,0.322,2024
16.0,Cesar Salazar,HOU,12.0,25.0,32.0,8.0,6.0,2.0,0.0,0.0,5.0,8.0,2.0,0.0,6.0,2.0,2.0,1.0,0.0,0.0,0.0,0.32,2024
17.0,Christian Yelich,MIL,73.0,270.0,315.0,85.0,59.0,12.0,3.0,11.0,44.0,42.0,40.0,3.0,58.0,2.0,1.0,1.0,3.0,21.0,1.0,0.315,2024
18.0,Luis Arraez,- - -,150.0,637.0,672.0,200.0,161.0,32.0,3.0,4.0,83.0,46.0,24.0,3.0,29.0,8.0,1.0,2.0,18.0,9.0,3.0,0.314,2024
19.0,Blake Sabol,SFG,11.0,32.0,38.0,10.0,8.0,2.0,0.0,0.0,3.0,1.0,5.0,1.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.313,2024
20.0,Adrian Del Castillo,ARI,25.0,80.0,87.0,25.0,16.0,5.0,0.0,4.0,12.0,19.0,7.0,0.0,28.0,0.0,0.0,0.0,1.0,1.0,1.0,0.313,2024
21.0,Carlos Correa,MIN,86.0,319.0,367.0,99.0,63.0,20.0,2.0,14.0,55.0,54.0,40.0,4.0,61.0,3.0,4.0,0.0,5.0,0.0,0.0,0.31,2024
22.0,Shohei Ohtani,LAD,159.0,636.0,731.0,197.0,98.0,38.0,7.0,54.0,134.0,130.0,81.0,10.0,162.0,6.0,5.0,0.0,7.0,59.0,4.0,0.31,2024
23.0,Yordan Alvarez,HOU,147.0,552.0,635.0,170.0,99.0,34.0,2.0,35.0,88.0,86.0,69.0,16.0,95.0,10.0,4.0,0.0,14.0,6.0,0.0,0.308,2024
24.0,Luisangel Acuna,NYM,14.0,39.0,40.0,12.0,6.0,2.0,1.0,3.0,6.0,6.0,1.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,1.0,0.308,2024
25.0,Victor Robles,- - -,91.0,254.0,295.0,78.0,54.0,20.0,0.0,4.0,44.0,28.0,21.0,0.0,53.0,11.0,3.0,6.0,2.0,34.0,2.0,0.307,2024
26.0,Will Wagner,TOR,24.0,82.0,86.0,25.0,17.0,6.0,0.0,2.0,8.0,11.0,4.0,0.0,16.0,0.0,0.0,0.0,3.0,0.0,0.0,0.305,2024
27.0,David Bote,CHC,37.0,46.0,48.0,14.0,10.0,4.0,0.0,0.0,4.0,6.0,2.0,0.0,13.0,0.0,0.0,0.0,1.0,0.0,0.0,0.304,2024
28.0,Nathan Lukes,TOR,22.0,76.0,91.0,23.0,16.0,4.0,2.0,1.0,13.0,10.0,10.0,0.0,9.0,0.0,3.0,2.0,1.0,1.0,0.0,0.303,2024
29.0,Marcell Ozuna,ATL,162.0,606.0,688.0,183.0,113.0,31.0,0.0,39.0,96.0,104.0,74.0,2.0,170.0,3.0,4.0,0.0,23.0,1.0,0.0,0.302,2024
30.0,Ivan Herrera,STL,72.0,229.0,259.0,69.0,51.0,12.0,1.0,5.0,37.0,27.0,25.0,0.0,53.0,2.0,2.0,0.0,3.0,5.0,0.0,0.301,2024
31.0,Luis Rengifo,LAA,78.0,283.0,304.0,85.0,65.0,13.0,1.0,6.0,41.0,30.0,16.0,0.0,44.0,4.0,0.0,1.0,6.0,24.0,7.0,0.3,2024
32.0,Michael Helman,MIN,9.0,10.0,10.0,3.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,2024
33.0,Yainer Diaz,HOU,148.0,585.0,619.0,175.0,127.0,29.0,3.0,16.0,70.0,84.0,24.0,1.0,107.0,2.0,8.0,0.0,22.0,2.0,0.0,0.299,2024
34.0,Trea Turner,PHI,121.0,505.0,539.0,149.0,103.0,25.0,0.0,21.0,88.0,62.0,27.0,0.0,98.0,6.0,1.0,0.0,10.0,19.0,4.0,0.295,2024
35.0,Jose Altuve,HOU,153.0,628.0,682.0,185.0,134.0,31.0,0.0,20.0,94.0,65.0,47.0,2.0,119.0,7.0,0.0,0.0,15.0,22.0,7.0,0.295,2024
36.0,Rafael Marchan,PHI,17.0,51.0,56.0,15.0,8.0,4.0,0.0,3.0,8.0,6.0,3.0,0.0,8.0,1.0,0.0,1.0,1.0,0.0,0.0,0.294,2024
37.0,Brent Rooker,OAK,145.0,546.0,614.0,160.0,93.0,26.0,2.0,39.0,82.0,112.0,59.0,4.0,177.0,5.0,4.0,0.0,5.0,11.0,3.0,0.293,2024
38.0,Jackson Merrill,SDP,156.0,554.0,593.0,162.0,101.0,31.0,6.0,24.0,77.0,90.0,29.0,1.0,101.0,1.0,5.0,4.0,2.0,16.0,3.0,0.292,2024
39.0,Ketel Marte,ARI,136.0,504.0,583.0,147.0,86.0,23.0,2.0,36.0,93.0,95.0,65.0,7.0,106.0,5.0,9.0,0.0,9.0,7.0,1.0,0.292,2024
40.0,Steven Kwan,CLE,122.0,480.0,540.0,140.0,107.0,16.0,3.0,14.0,83.0,44.0,53.0,0.0,51.0,5.0,0.0,2.0,5.0,12.0,5.0,0.292,2024
41.0,Randal Grichuk,ARI,106.0,254.0,279.0,74.0,40.0,20.0,2.0,12.0,40.0,46.0,20.0,0.0,46.0,3.0,2.0,0.0,5.0,0.0,0.0,0.291,2024
42.0,Mookie Betts,LAD,116.0,450.0,516.0,130.0,82.0,24.0,5.0,19.0,75.0,75.0,61.0,2.0,57.0,1.0,4.0,0.0,10.0,16.0,2.0,0.289,2024
43.0,Kyle Tucker,HOU,78.0,277.0,339.0,80.0,44.0,13.0,0.0,23.0,56.0,49.0,56.0,3.0,54.0,1.0,2.0,0.0,5.0,11.0,0.0,0.289,2024
44.0,Juan Soto,NYY,157.0,576.0,713.0,166.0,90.0,31.0,4.0,41.0,128.0,109.0,129.0,2.0,119.0,4.0,4.0,0.0,10.0,7.0,4.0,0.288,2024
45.0,Donovan Solano,SDP,96.0,283.0,309.0,81.0,60.0,13.0,0.0,8.0,31.0,35.0,22.0,0.0,65.0,3.0,1.0,0.0,6.0,2.0,1.0,0.286,2024
46.0,Matt Duffy,TEX,4.0,7.0,10.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.286,2024
47.0,Bryce Harper,PHI,145.0,550.0,631.0,157.0,85.0,42.0,0.0,30.0,85.0,87.0,76.0,11.0,138.0,2.0,2.0,1.0,18.0,7.0,4.0,0.285,2024
48.0,Jake McCarthy,ARI,142.0,442.0,495.0,126.0,98.0,13.0,7.0,8.0,66.0,56.0,31.0,1.0,78.0,14.0,3.0,5.0,4.0,25.0,6.0,0.285,2024
49.0,Miguel Andujar,OAK,75.0,302.0,319.0,86.0,67.0,14.0,1.0,4.0,31.0,30.0,13.0,0.0,42.0,3.0,1.0,0.0,10.0,3.0,2.0,0.285,2024
50.0,Jarren Duran,BOS,160.0,671.0,735.0,191.0,108.0,48.0,14.0,21.0,111.0,75.0,54.0,1.0,160.0,6.0,3.0,1.0,6.0,34.0,7.0,0.285,2024
51.0,Jose Miranda,MIN,121.0,401.0,429.0,114.0,73.0,28.0,4.0,9.0,44.0,49.0,18.0,1.0,66.0,6.0,4.0,0.0,13.0,2.0,2.0,0.284,2024
52.0,Weston Wilson,PHI,41.0,88.0,98.0,25.0,14.0,7.0,1.0,3.0,13.0,10.0,8.0,0.0,29.0,1.0,1.0,0.0,2.0,3.0,0.0,0.284,2024
53.0,Kerry Carpenter,DET,87.0,264.0,296.0,75.0,36.0,16.0,5.0,18.0,37.0,57.0,22.0,1.0,75.0,4.0,3.0,0.0,5.0,0.0,2.0,0.284,2024
54.0,Miguel Rojas,LAD,103.0,307.0,337.0,87.0,60.0,21.0,0.0,6.0,41.0,36.0,23.0,0.0,34.0,3.0,2.0,2.0,8.0,8.0,2.0,0.283,2024
55.0,Seiya Suzuki,CHC,132.0,512.0,585.0,145.0,91.0,27.0,6.0,21.0,74.0,73.0,63.0,3.0,160.0,6.0,4.0,0.0,6.0,16.0,6.0,0.283,2024
56.0,Juan Yepez,WSN,62.0,226.0,249.0,64.0,43.0,15.0,0.0,6.0,32.0,26.0,18.0,0.0,42.0,1.0,3.0,1.0,9.0,2.0,1.0,0.283,2024
57.0,Rob Refsnyder,BOS,93.0,272.0,307.0,77.0,49.0,16.0,1.0,11.0,32.0,40.0,28.0,2.0,78.0,5.0,1.0,0.0,6.0,2.0,2.0,0.283,2024
58.0,Freddie Freeman,LAD,147.0,542.0,638.0,153.0,94.0,35.0,2.0,22.0,81.0,89.0,78.0,9.0,100.0,10.0,8.0,0.0,13.0,9.0,2.0,0.282,2024
59.0,Eli White,ATL,35.0,39.0,42.0,11.0,8.0,1.0,1.0,1.0,9.0,4.0,1.0,0.0,12.0,2.0,0.0,0.0,1.0,3.0,1.0,0.282,2024
60.0,Luis Garcia Jr.,WSN,140.0,500.0,528.0,141.0,97.0,25.0,1.0,18.0,58.0,70.0,27.0,2.0,86.0,0.0,1.0,0.0,12.0,22.0,5.0,0.282,2024
61.0,Gunnar Henderson,BAL,159.0,630.0,719.0,177.0,102.0,31.0,7.0,37.0,118.0,92.0,78.0,1.0,159.0,7.0,4.0,0.0,2.0,21.0,4.0,0.281,2024
62.0,William Contreras,MIL,155.0,595.0,679.0,167.0,105.0,37.0,2.0,23.0,99.0,92.0,78.0,5.0,139.0,3.0,3.0,0.0,19.0,9.0,2.0,0.281,2024
63.0,Yandy Diaz,TBR,145.0,563.0,621.0,158.0,112.0,31.0,1.0,14.0,55.0,65.0,50.0,0.0,95.0,4.0,4.0,0.0,12.0,0.0,0.0,0.281,2024
64.0,Masataka Yoshida,BOS,108.0,378.0,421.0,106.0,75.0,21.0,0.0,10.0,45.0,56.0,27.0,0.0,52.0,14.0,2.0,0.0,6.0,2.0,0.0,0.28,2024
65.0,Tyler Fitzgerald,SFG,96.0,314.0,341.0,88.0,52.0,19.0,2.0,15.0,53.0,34.0,22.0,0.0,108.0,4.0,1.0,0.0,2.0,17.0,4.0,0.28,2024
66.0,Jurickson Profar,SDP,158.0,564.0,668.0,158.0,105.0,29.0,0.0,24.0,94.0,85.0,76.0,4.0,101.0,18.0,5.0,5.0,14.0,10.0,3.0,0.28,2024
67.0,Amed Rosario,- - -,103.0,332.0,346.0,93.0,69.0,18.0,3.0,3.0,29.0,32.0,9.0,0.0,73.0,4.0,1.0,0.0,10.0,13.0,5.0,0.28,2024
68.0,Alexander Canario,CHC,15.0,25.0,28.0,7.0,5.0,1.0,0.0,1.0,4.0,2.0,2.0,0.0,11.0,1.0,0.0,0.0,0.0,1.0,0.0,0.28,2024
69.0,Alec Bohm,PHI,143.0,554.0,606.0,155.0,94.0,44.0,2.0,15.0,62.0,97.0,40.0,2.0,86.0,6.0,6.0,0.0,18.0,5.0,2.0,0.28,2024
70.0,Connor Wong,BOS,126.0,447.0,487.0,125.0,87.0,24.0,1.0,13.0,54.0,52.0,28.0,1.0,114.0,9.0,2.0,1.0,7.0,8.0,7.0,0.28,2024
71.0,Jose Ramirez,CLE,158.0,620.0,682.0,173.0,93.0,39.0,2.0,39.0,114.0,118.0,54.0,12.0,82.0,1.0,6.0,0.0,9.0,41.0,7.0,0.279,2024
72.0,Byron Buxton,MIN,102.0,355.0,388.0,99.0,51.0,27.0,3.0,18.0,62.0,56.0,20.0,1.0,99.0,11.0,2.0,0.0,3.0,7.0,2.0,0.279,2024
73.0,Lourdes Gurriel Jr.,ARI,133.0,513.0,553.0,143.0,101.0,22.0,2.0,18.0,72.0,75.0,29.0,1.0,101.0,6.0,5.0,0.0,16.0,7.0,1.0,0.279,2024
74.0,Corey Seager,TEX,123.0,475.0,533.0,132.0,81.0,21.0,0.0,30.0,68.0,74.0,53.0,11.0,96.0,3.0,2.0,0.0,8.0,1.0,1.0,0.278,2024
75.0,Kevin Newman,ARI,111.0,288.0,311.0,80.0,59.0,17.0,1.0,3.0,41.0,28.0,15.0,1.0,48.0,0.0,2.0,6.0,7.0,8.0,1.0,0.278,2024
76.0,Brendan Donovan,STL,153.0,587.0,652.0,163.0,112.0,34.0,3.0,14.0,65.0,73.0,47.0,0.0,81.0,13.0,5.0,0.0,4.0,5.0,5.0,0.278,2024
77.0,Jake Fraley,CIN,116.0,350.0,382.0,97.0,71.0,19.0,2.0,5.0,44.0,26.0,26.0,0.0,70.0,3.0,3.0,0.0,6.0,20.0,5.0,0.277,2024
78.0,Fernando Tatis Jr.,SDP,102.0,398.0,438.0,110.0,67.0,21.0,1.0,21.0,64.0,49.0,32.0,0.0,96.0,7.0,1.0,0.0,8.0,11.0,3.0,0.276,2024
79.0,Jonah Bride,MIA,71.0,232.0,272.0,64.0,43.0,10.0,0.0,11.0,30.0,39.0,30.0,1.0,55.0,3.0,7.0,0.0,9.0,0.0,1.0,0.276,2024
80.0,Joc Pederson,ARI,132.0,367.0,449.0,101.0,60.0,17.0,1.0,23.0,62.0,64.0,55.0,2.0,105.0,18.0,3.0,1.0,5.0,7.0,4.0,0.275,2024
81.0,Yoan Moncada,CHW,12.0,40.0,45.0,11.0,7.0,3.0,1.0,0.0,4.0,0.0,5.0,0.0,11.0,0.0,0.0,0.0,2.0,1.0,0.0,0.275,2024
82.0,Bryan Reynolds,PIT,156.0,622.0,692.0,171.0,115.0,29.0,3.0,24.0,73.0,88.0,57.0,3.0,156.0,10.0,3.0,0.0,7.0,10.0,2.0,0.275,2024
83.0,Manny Machado,SDP,152.0,593.0,643.0,163.0,104.0,30.0,0.0,29.0,77.0,105.0,45.0,6.0,124.0,1.0,4.0,0.0,25.0,11.0,2.0,0.275,2024
84.0,Jackson Chourio,MIL,148.0,528.0,573.0,145.0,91.0,29.0,4.0,21.0,80.0,79.0,39.0,4.0,121.0,3.0,2.0,1.0,7.0,22.0,7.0,0.275,2024
85.0,Francisco Lindor,NYM,152.0,618.0,689.0,169.0,96.0,39.0,1.0,33.0,107.0,91.0,56.0,0.0,127.0,12.0,3.0,0.0,7.0,29.0,4.0,0.273,2024
86.0,Julio Rodriguez,SEA,143.0,567.0,613.0,155.0,118.0,17.0,0.0,20.0,76.0,68.0,38.0,1.0,156.0,6.0,2.0,0.0,10.0,24.0,5.0,0.273,2024
87.0,Nico Hoerner,CHC,151.0,582.0,641.0,159.0,116.0,35.0,1.0,7.0,86.0,48.0,44.0,1.0,66.0,12.0,3.0,0.0,8.0,31.0,6.0,0.273,2024
88.0,Geraldo Perdomo,ARI,98.0,337.0,388.0,92.0,66.0,21.0,2.0,3.0,61.0,37.0,36.0,0.0,58.0,3.0,5.0,7.0,5.0,9.0,1.0,0.273,2024
89.0,Jon Berti,NYY,25.0,66.0,74.0,18.0,17.0,0.0,0.0,1.0,10.0,6.0,6.0,0.0,14.0,1.0,0.0,1.0,2.0,5.0,1.0,0.273,2024
90.0,Eric Haase,MIL,30.0,66.0,69.0,18.0,12.0,1.0,0.0,5.0,10.0,14.0,3.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.273,2024
91.0,Nick Sogard,BOS,31.0,77.0,86.0,21.0,17.0,4.0,0.0,0.0,13.0,8.0,7.0,0.0,25.0,0.0,2.0,0.0,4.0,3.0,0.0,0.273,2024
92.0,Oscar Colas,CHW,13.0,33.0,38.0,9.0,9.0,0.0,0.0,0.0,1.0,4.0,4.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,1.0,0.273,2024
93.0,Rafael Devers,BOS,138.0,525.0,601.0,143.0,76.0,34.0,5.0,28.0,87.0,83.0,67.0,14.0,147.0,3.0,6.0,0.0,13.0,3.0,0.0,0.272,2024
94.0,Teoscar Hernandez,LAD,154.0,589.0,652.0,160.0,93.0,32.0,2.0,33.0,84.0,99.0,53.0,3.0,188.0,8.0,1.0,0.0,7.0,12.0,3.0,0.272,2024
95.0,Nolan Arenado,STL,152.0,578.0,635.0,157.0,118.0,23.0,0.0,16.0,70.0,71.0,44.0,2.0,92.0,5.0,7.0,0.0,15.0,2.0,2.0,0.272,2024
96.0,Freddy Fermin,KCR,111.0,339.0,368.0,92.0,72.0,14.0,0.0,6.0,40.0,36.0,23.0,1.0,66.0,2.0,3.0,1.0,10.0,2.0,0.0,0.271,2024
97.0,Salvador Perez,KCR,158.0,590.0,652.0,160.0,105.0,28.0,0.0,27.0,58.0,104.0,44.0,9.0,129.0,11.0,6.0,0.0,17.0,0.0,0.0,0.271,2024
98.0,Ryan Mountcastle,BAL,124.0,473.0,507.0,128.0,83.0,30.0,2.0,13.0,54.0,63.0,27.0,0.0,114.0,1.0,6.0,0.0,13.0,3.0,0.0,0.271,2024
99.0,Otto Lopez,MIA,117.0,403.0,434.0,109.0,79.0,23.0,1.0,6.0,49.0,39.0,25.0,0.0,75.0,1.0,2.0,2.0,13.0,20.0,4.0,0.27,2024
100.0,Nick Gonzales,PIT,94.0,359.0,387.0,97.0,68.0,19.0,3.0,7.0,42.0,49.0,18.0,1.0,74.0,5.0,4.0,1.0,8.0,5.0,3.0,0.27,2024
101.0,Pavin Smith,ARI,60.0,137.0,158.0,37.0,17.0,11.0,0.0,9.0,26.0,36.0,18.0,0.0,31.0,0.0,3.0,0.0,4.0,1.0,0.0,0.27,2024
102.0,Heliot Ramos,SFG,121.0,475.0,518.0,128.0,80.0,23.0,3.0,22.0,54.0,72.0,37.0,2.0,135.0,2.0,4.0,0.0,12.0,6.0,1.0,0.269,2024
103.0,Victor Caratini,HOU,87.0,245.0,274.0,66.0,49.0,8.0,1.0,8.0,30.0,30.0,23.0,1.0,53.0,3.0,3.0,0.0,6.0,0.0,1.0,0.269,2024
104.0,Isiah Kiner-Falefa,- - -,133.0,465.0,496.0,125.0,95.0,18.0,4.0,8.0,53.0,43.0,16.0,0.0,78.0,10.0,2.0,3.0,12.0,11.0,2.0,0.269,2024
105.0,Alec Burleson,STL,152.0,547.0,595.0,147.0,106.0,20.0,0.0,21.0,71.0,78.0,35.0,0.0,76.0,4.0,6.0,1.0,8.0,9.0,4.0,0.269,2024
106.0,Ezequiel Tovar,COL,157.0,655.0,695.0,176.0,101.0,45.0,4.0,26.0,83.0,78.0,23.0,1.0,200.0,4.0,7.0,5.0,16.0,6.0,5.0,0.269,2024
107.0,Starling Marte,NYM,94.0,335.0,370.0,90.0,67.0,13.0,3.0,7.0,46.0,40.0,27.0,1.0,81.0,3.0,2.0,3.0,8.0,16.0,1.0,0.269,2024
108.0,Mauricio Dubon,HOU,137.0,402.0,428.0,108.0,79.0,25.0,0.0,4.0,45.0,47.0,16.0,0.0,55.0,2.0,5.0,3.0,6.0,3.0,2.0,0.269,2024
109.0,Bligh Madris,DET,21.0,67.0,75.0,18.0,14.0,3.0,0.0,1.0,8.0,5.0,6.0,0.0,20.0,0.0,1.0,0.0,0.0,0.0,0.0,0.269,2024
110.0,Griffin Conine,MIA,30.0,82.0,89.0,22.0,14.0,4.0,1.0,3.0,14.0,12.0,6.0,0.0,28.0,1.0,0.0,0.0,1.0,0.0,0.0,0.268,2024
111.0,Brendan Rodgers,COL,135.0,501.0,539.0,134.0,91.0,29.0,1.0,13.0,67.0,54.0,31.0,1.0,132.0,4.0,2.0,1.0,12.0,1.0,0.0,0.267,2024
112.0,Masyn Winn,STL,150.0,587.0,637.0,157.0,105.0,32.0,5.0,15.0,85.0,57.0,41.0,1.0,109.0,1.0,5.0,3.0,1.0,11.0,5.0,0.267,2024
113.0,Jose Tena,- - -,44.0,161.0,168.0,43.0,35.0,5.0,0.0,3.0,14.0,15.0,7.0,0.0,41.0,0.0,0.0,0.0,1.0,6.0,1.0,0.267,2024
114.0,David Peralta,SDP,91.0,236.0,260.0,63.0,44.0,11.0,0.0,8.0,35.0,28.0,22.0,0.0,54.0,2.0,0.0,0.0,3.0,2.0,0.0,0.267,2024
115.0,Mark Vientos,NYM,111.0,413.0,454.0,110.0,61.0,22.0,0.0,27.0,58.0,71.0,33.0,0.0,135.0,3.0,5.0,0.0,6.0,0.0,0.0,0.266,2024
116.0,Romy Gonzalez,BOS,89.0,199.0,216.0,53.0,36.0,10.0,1.0,6.0,25.0,29.0,12.0,0.0,58.0,1.0,4.0,0.0,5.0,11.0,3.0,0.266,2024
117.0,J.T. Realmuto,PHI,99.0,380.0,413.0,101.0,68.0,18.0,1.0,14.0,50.0,47.0,27.0,1.0,102.0,5.0,1.0,0.0,7.0,2.0,2.0,0.266,2024
118.0,Jeremy Pena,HOU,157.0,602.0,650.0,160.0,115.0,28.0,2.0,15.0,78.0,70.0,25.0,1.0,111.0,14.0,6.0,3.0,15.0,20.0,6.0,0.266,2024
119.0,Gabriel Moreno,ARI,97.0,305.0,351.0,81.0,57.0,18.0,1.0,5.0,39.0,45.0,41.0,1.0,52.0,2.0,3.0,0.0,10.0,3.0,1.0,0.266,2024
120.0,Cody Bellinger,CHC,130.0,516.0,569.0,137.0,93.0,23.0,3.0,18.0,72.0,78.0,45.0,7.0,89.0,3.0,5.0,0.0,10.0,9.0,2.0,0.266,2024
121.0,Nathaniel Lowe,TEX,140.0,486.0,565.0,129.0,96.0,16.0,1.0,16.0,62.0,69.0,71.0,1.0,125.0,4.0,4.0,0.0,9.0,2.0,0.0,0.265,2024
122.0,Spencer Horwitz,TOR,97.0,328.0,381.0,87.0,56.0,19.0,0.0,12.0,46.0,40.0,42.0,2.0,70.0,7.0,4.0,0.0,8.0,0.0,0.0,0.265,2024
123.0,Joey Bart,PIT,80.0,253.0,282.0,67.0,43.0,11.0,0.0,13.0,38.0,45.0,22.0,0.0,73.0,6.0,1.0,0.0,8.0,0.0,0.0,0.265,2024
124.0,Elias Diaz,- - -,96.0,325.0,351.0,86.0,60.0,20.0,0.0,6.0,27.0,39.0,20.0,2.0,69.0,4.0,2.0,0.0,15.0,0.0,0.0,0.265,2024
125.0,Jordan Westburg,BAL,107.0,416.0,447.0,110.0,61.0,26.0,5.0,18.0,57.0,63.0,22.0,0.0,97.0,7.0,1.0,1.0,5.0,6.0,3.0,0.264,2024
126.0,James Wood,WSN,79.0,295.0,336.0,78.0,52.0,13.0,4.0,9.0,43.0,41.0,39.0,1.0,97.0,2.0,0.0,0.0,1.0,14.0,8.0,0.264,2024
127.0,Austin Barnes,LAD,54.0,140.0,156.0,37.0,33.0,3.0,0.0,1.0,12.0,11.0,14.0,0.0,36.0,0.0,0.0,2.0,3.0,3.0,0.0,0.264,2024
128.0,Ryan O'Hearn,BAL,142.0,443.0,494.0,117.0,78.0,21.0,3.0,15.0,60.0,59.0,46.0,2.0,69.0,2.0,3.0,0.0,7.0,3.0,1.0,0.264,2024
129.0,Josh Jung,TEX,46.0,178.0,188.0,47.0,34.0,5.0,1.0,7.0,19.0,16.0,8.0,0.0,48.0,1.0,1.0,0.0,1.0,4.0,0.0,0.264,2024
130.0,Xander Bogaerts,SDP,111.0,428.0,463.0,113.0,86.0,15.0,1.0,11.0,50.0,44.0,28.0,0.0,79.0,1.0,6.0,0.0,13.0,13.0,3.0,0.264,2024
131.0,Will Brennan,CLE,114.0,330.0,353.0,87.0,64.0,13.0,2.0,8.0,37.0,30.0,19.0,2.0,48.0,3.0,1.0,0.0,9.0,4.0,2.0,0.264,2024
132.0,Michael Harris II,ATL,110.0,440.0,470.0,116.0,83.0,14.0,3.0,16.0,58.0,48.0,23.0,1.0,94.0,4.0,3.0,0.0,6.0,10.0,6.0,0.264,2024
133.0,Jacob Stallings,COL,82.0,243.0,281.0,64.0,37.0,17.0,1.0,9.0,31.0,36.0,27.0,1.0,65.0,9.0,1.0,1.0,10.0,0.0,0.0,0.263,2024
134.0,Dane Myers,MIA,44.0,95.0,108.0,25.0,15.0,6.0,1.0,3.0,17.0,19.0,8.0,0.0,36.0,3.0,2.0,0.0,0.0,4.0,1.0,0.263,2024
135.0,David Fry,CLE,122.0,335.0,392.0,88.0,55.0,18.0,1.0,14.0,44.0,51.0,42.0,4.0,84.0,9.0,4.0,0.0,13.0,4.0,1.0,0.263,2024
136.0,Ernie Clement,TOR,139.0,434.0,452.0,114.0,78.0,21.0,3.0,12.0,48.0,51.0,11.0,1.0,41.0,3.0,2.0,2.0,11.0,12.0,3.0,0.263,2024
137.0,Willson Contreras,STL,84.0,301.0,358.0,79.0,47.0,17.0,0.0,15.0,48.0,36.0,45.0,2.0,96.0,12.0,0.0,0.0,7.0,4.0,1.0,0.262,2024
138.0,Lawrence Butler,OAK,125.0,412.0,451.0,108.0,60.0,24.0,2.0,22.0,63.0,57.0,35.0,0.0,108.0,0.0,4.0,0.0,8.0,18.0,0.0,0.262,2024
139.0,Vinnie Pasquantino,KCR,131.0,496.0,554.0,130.0,79.0,30.0,2.0,19.0,64.0,97.0,40.0,1.0,71.0,4.0,13.0,1.0,12.0,1.0,0.0,0.262,2024
